delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,expected_date,actual_date,is_delayed,delivery_status,delivery_rating,delivery_cost
18674,dhl,pharmacy,ev van,two day,west,rainy,149.3,29.8,04-01-2024,06-01-2024,yes,delivered,4,835.9
18675,amazon logistics,furniture,ev van,standard,central,stormy,266.2,2.44,19-01-2024,19-01-2024,no,delivered,5,1338.32
18676,fedex,fragile items,bike,standard,central,stormy,48.1,18.85,14-01-2024,15-01-2024,yes,delivered,5,297.05
18677,delhivery,documents,ev van,standard,west,clear,137.4,17.12,18-01-2024,19-01-2024,yes,delivered,5,738.36
18678,shadowfax,pharmacy,truck,same day,north,hot,231,29.01,10-01-2024,10-01-2024,no,delivered,5,1342.03
18679,shadowfax,fragile items,bike,same day,east,clear,188.5,30.13,11-01-2024,14-01-2024,yes,delivered,4,1132.89
18680,ekart,automobile parts,bike,same day,north,cold,44.6,20.27,23-01-2024,26-01-2024,yes,delivered,5,383.81
18681,blue dart,automobile parts,scooter,express,west,foggy,210,39.51,11-01-2024,11-01-2024,no,delayed,2,1218.53
18682,delhivery,cosmetics,scooter,two day,south,hot,164.1,35.04,15-01-2024,16-01-2024,yes,delivered,5,925.62
18683,amazon logistics,electronics,bike,express,east,stormy,291.8,47.33,02-01-2024,03-01-2024,yes,delayed,3,1632.7206
18684,delhivery,automobile parts,van,express,west,clear,190.7,35.15,25-01-2024,26-01-2024,yes,delayed,2,1108.95
18685,shadowfax,electronics,truck,express,east,hot,96.6,44.58,02-01-2024,04-01-2024,yes,delayed,3,666.74
18686,amazon logistics,furniture,scooter,standard,south,cold,162.7,15.95,24-01-2024,26-01-2024,yes,delivered,3,861.35
18687,dhl,furniture,ev bike,two day,east,stormy,40.9,46.41,24-01-2024,24-01-2024,no,delivered,5,343.73
18688,blue dart,cosmetics,ev bike,standard,south,cold,224.6,36.64,17-01-2024,18-01-2024,yes,delivered,4,1232.92
18689,xpressbees,fragile items,van,standard,south,rainy,257.6,16.03,04-01-2024,04-01-2024,no,delivered,5,1336.09
18690,shadowfax,cosmetics,bike,express,north,rainy,176.3,29.6,08-01-2024,10-01-2024,yes,delayed,3,1020.3
18691,delhivery,documents,scooter,same day,north,hot,170.5,46.74,06-01-2024,06-01-2024,no,delivered,5,1092.72
18692,shadowfax,cosmetics,truck,express,east,cold,33.7,37.38,03-01-2024,04-01-2024,yes,delivered,5,330.64
18693,delhivery,cosmetics,van,two day,west,rainy,54.9,33.35,19-01-2024,19-01-2024,no,delivered,5,374.55
18694,dhl,electronics,truck,express,north,rainy,287.9,41.96,12-01-2024,13-01-2024,yes,delayed,3,1615.38
18695,ekart,pharmacy,ev van,standard,east,rainy,119.8,12.72,12-01-2024,12-01-2024,no,delivered,4,637.16
18696,amazon logistics,clothing,ev bike,same day,west,stormy,232.9,49.52,03-01-2024,06-01-2024,yes,failed,1,1413.87
18697,ecom express,pharmacy,truck,standard,central,hot,267.7,0.82,17-01-2024,18-01-2024,yes,delivered,4,1340.96
18698,xpressbees,documents,bike,same day,central,hot,28.3,46.77,04-01-2024,06-01-2024,yes,delivered,3,381.81
18699,xpressbees,groceries,ev bike,same day,east,clear,267.1,25.04,19-01-2024,19-01-2024,no,delayed,2,1510.62
18700,delhivery,documents,scooter,standard,central,clear,52.2,48.02,25-01-2024,25-01-2024,no,delivered,5,405.06
18701,delhivery,fragile items,van,standard,central,hot,231.6,6.42,21-01-2024,24-01-2024,yes,delivered,3,1177.26
18702,xpressbees,automobile parts,ev bike,standard,south,hot,81.4,44.61,09-01-2024,12-01-2024,yes,delivered,5,540.83
18703,dhl,fragile items,ev bike,standard,east,foggy,254.5,31.96,24-01-2024,24-01-2024,no,delivered,4,1368.38
18704,fedex,cosmetics,ev bike,two day,central,stormy,137.9,47.25,15-01-2024,16-01-2024,yes,delivered,5,831.25
18705,xpressbees,groceries,scooter,standard,west,rainy,139.9,0.72,23-01-2024,26-01-2024,yes,delivered,4,701.66
18706,dhl,clothing,van,same day,east,stormy,174.8,30.29,01-01-2024,03-01-2024,yes,delayed,3,1064.87
18707,xpressbees,pharmacy,van,standard,east,rainy,255.7,36.14,19-01-2024,20-01-2024,yes,delivered,4,1386.92
18708,xpressbees,groceries,van,express,south,stormy,90.4,35.27,02-01-2024,02-01-2024,no,delayed,2,607.81
18709,ekart,documents,ev bike,standard,east,cold,293.6,47.37,20-01-2024,22-01-2024,yes,delivered,5,1610.11
18710,xpressbees,documents,ev van,express,north,clear,250.5,9.18,13-01-2024,15-01-2024,yes,failed,1,1330.04
18711,blue dart,clothing,van,two day,central,cold,116.5,25.88,04-01-2024,07-01-2024,yes,delivered,5,660.14
18712,ekart,fragile items,scooter,standard,east,clear,9.1,34.4,09-01-2024,09-01-2024,no,delivered,4,148.7
18713,amazon logistics,documents,ev van,express,south,rainy,53.5,22.26,01-01-2024,04-01-2024,yes,delayed,3,384.28
18714,ecom express,automobile parts,bike,express,central,rainy,167.4,15.07,06-01-2024,09-01-2024,yes,delayed,2,932.21
18715,delhivery,cosmetics,van,same day,central,clear,249.3,24.16,14-01-2024,15-01-2024,yes,delayed,2,1418.98
18716,shadowfax,clothing,ev van,two day,central,clear,283.1,29.56,15-01-2024,17-01-2024,yes,delivered,4,1504.18
18717,shadowfax,electronics,ev van,express,central,hot,114.8,41.33,13-01-2024,13-01-2024,no,delivered,5,747.99
18718,shadowfax,groceries,ev bike,standard,east,foggy,13.3,16.37,15-01-2024,15-01-2024,no,delivered,4,115.61
18719,amazon logistics,electronics,ev van,two day,west,foggy,211.9,22.73,11-01-2024,12-01-2024,yes,delivered,5,1127.69
18720,delhivery,automobile parts,scooter,standard,west,stormy,94.2,10.14,12-01-2024,13-01-2024,yes,delivered,4,501.42
18721,xpressbees,automobile parts,bike,two day,west,rainy,178.6,30.4,20-01-2024,21-01-2024,yes,delivered,5,984.2
18722,ekart,pharmacy,ev van,same day,south,clear,121,28.86,15-01-2024,17-01-2024,yes,delivered,4,791.58
18723,blue dart,documents,van,two day,south,foggy,189.8,29.28,03-01-2024,04-01-2024,yes,delivered,5,1036.84
18724,fedex,fragile items,scooter,two day,west,hot,75.5,7.08,24-01-2024,26-01-2024,yes,delivered,5,398.74
18725,delhivery,pharmacy,van,same day,north,clear,47.8,27.9,05-01-2024,07-01-2024,yes,delivered,4,422.7
18726,shadowfax,groceries,ev bike,express,north,cold,52.1,38.47,13-01-2024,16-01-2024,yes,delivered,4,425.91
18727,shadowfax,fragile items,van,express,west,clear,275.5,10.72,09-01-2024,12-01-2024,yes,delayed,2,1459.66
18728,fedex,clothing,truck,same day,east,clear,260.3,10.33,12-01-2024,12-01-2024,no,delayed,2,1432.49
18729,delhivery,pharmacy,truck,same day,central,rainy,255.8,36.87,12-01-2024,15-01-2024,yes,delayed,2,1489.61
18730,xpressbees,cosmetics,van,two day,west,rainy,184.2,43.07,21-01-2024,22-01-2024,yes,delivered,3,1050.21
18731,delhivery,automobile parts,ev van,two day,south,foggy,123.3,39.4,07-01-2024,08-01-2024,yes,delivered,4,734.7
18732,ekart,clothing,ev van,two day,south,foggy,68.2,17.91,17-01-2024,19-01-2024,yes,delivered,3,394.73
18733,dhl,documents,van,express,south,stormy,196,21.6,16-01-2024,16-01-2024,no,delayed,3,1094.8
18734,xpressbees,fragile items,ev bike,express,north,stormy,96.6,26.04,07-01-2024,10-01-2024,yes,delayed,3,611.12
18735,dhl,furniture,ev bike,two day,south,rainy,179.2,21.12,04-01-2024,04-01-2024,no,delivered,4,959.36
18736,amazon logistics,cosmetics,bike,express,central,clear,108,1.12,21-01-2024,24-01-2024,yes,delayed,3,593.36
18737,ecom express,cosmetics,ev van,two day,central,clear,5.2,16.51,15-01-2024,15-01-2024,no,delivered,5,95.6674
18738,xpressbees,documents,ev bike,same day,south,foggy,186.6,40.19,22-01-2024,24-01-2024,yes,delivered,3,1153.57
18739,delhivery,documents,ev van,express,east,hot,296.6,12.91,19-01-2024,22-01-2024,yes,delivered,4,1571.73
18740,xpressbees,furniture,ev bike,two day,north,cold,142.6,39.33,13-01-2024,13-01-2024,no,delivered,5,830.99
18741,blue dart,electronics,ev van,express,north,hot,46.4,42.43,08-01-2024,10-01-2024,yes,delivered,4,409.29
18742,amazon logistics,fragile items,truck,same day,east,stormy,224.3,34.83,03-01-2024,04-01-2024,yes,delayed,2,1325.99
18743,ecom express,clothing,bike,express,east,stormy,151.9,28.53,03-01-2024,06-01-2024,yes,failed,1,895.09
18744,delhivery,automobile parts,scooter,two day,west,rainy,213.7,28.31,14-01-2024,17-01-2024,yes,delivered,4,1153.43
18745,delhivery,fragile items,bike,same day,south,rainy,264.5,18.53,15-01-2024,17-01-2024,yes,failed,2,1478.09
18746,xpressbees,groceries,scooter,same day,south,stormy,84.1,26.46,17-01-2024,20-01-2024,yes,delivered,4,599.88
18747,blue dart,electronics,truck,express,west,clear,78,14.87,11-01-2024,11-01-2024,no,failed,2,484.61
18748,ecom express,fragile items,ev van,standard,central,foggy,141,33.88,15-01-2024,15-01-2024,no,delivered,5,806.64
18749,fedex,furniture,ev bike,two day,west,stormy,27,25.57,14-01-2024,16-01-2024,yes,delivered,4,211.71
18750,shadowfax,clothing,van,express,south,cold,31.3,34.92,11-01-2024,13-01-2024,yes,delivered,3,311.26
18751,amazon logistics,groceries,van,same day,east,cold,153.1,39.17,15-01-2024,17-01-2024,yes,failed,2,983.01
18752,blue dart,automobile parts,truck,two day,east,cold,119.2,31.04,19-01-2024,22-01-2024,yes,delivered,4,689.12
18753,shadowfax,cosmetics,van,express,south,stormy,120.6,7.99,03-01-2024,04-01-2024,yes,delayed,2,676.97
18754,ecom express,cosmetics,truck,standard,north,rainy,193.5,26.66,18-01-2024,20-01-2024,yes,delivered,5,1047.48
18755,delhivery,furniture,ev van,two day,central,rainy,279.1,36.2,13-01-2024,15-01-2024,yes,delivered,5,1504.1
18756,blue dart,clothing,bike,same day,north,cold,281,27.27,05-01-2024,07-01-2024,yes,delivered,5,1586.81
18757,blue dart,automobile parts,van,same day,north,hot,121.4,0.67,05-01-2024,07-01-2024,yes,delivered,4,708.53
18758,dhl,cosmetics,bike,express,north,hot,195.1,18.87,22-01-2024,23-01-2024,yes,delayed,3,1082.11
18759,blue dart,furniture,ev van,two day,north,stormy,120.3,36.1,02-01-2024,05-01-2024,yes,delivered,5,709.8
18760,blue dart,cosmetics,scooter,express,south,clear,223.6,5.19,23-01-2024,23-01-2024,no,delayed,3,1183.57
18761,amazon logistics,groceries,truck,standard,north,stormy,152,29.3,23-01-2024,24-01-2024,yes,delivered,4,847.9
18762,fedex,cosmetics,bike,same day,west,hot,38.6,7.41,19-01-2024,21-01-2024,yes,delivered,3,315.23
18763,dhl,automobile parts,van,two day,central,rainy,164.5,35.44,09-01-2024,10-01-2024,yes,delivered,5,928.82
18764,dhl,groceries,ev van,express,central,rainy,297.1,28.02,05-01-2024,07-01-2024,yes,delayed,2,1623.06
18765,ecom express,electronics,ev van,express,east,foggy,82.2,47.43,09-01-2024,11-01-2024,yes,delayed,2,603.29
18766,fedex,cosmetics,bike,two day,central,clear,230.6,0.67,13-01-2024,15-01-2024,yes,delivered,4,1154.92
18767,fedex,fragile items,truck,same day,east,clear,86.6,17.07,11-01-2024,13-01-2024,yes,delivered,5,584.21
18768,ecom express,fragile items,scooter,express,west,hot,218.1,19.11,25-01-2024,28-01-2024,yes,delayed,2,1197.83
18769,delhivery,automobile parts,ev bike,express,south,cold,142.9,29.18,24-01-2024,25-01-2024,yes,delivered,5,852.04
18770,fedex,groceries,truck,two day,east,foggy,214.6,47.46,05-01-2024,08-01-2024,yes,delivered,4,1215.38
18771,xpressbees,automobile parts,ev bike,same day,north,clear,250.2,38.42,19-01-2024,22-01-2024,yes,delayed,3,1466.26
18772,fedex,clothing,ev van,standard,south,cold,6.7,39.66,20-01-2024,23-01-2024,yes,delivered,4,152.48
18773,amazon logistics,pharmacy,van,two day,north,cold,193,11.67,03-01-2024,06-01-2024,yes,delivered,5,1000.01
18774,amazon logistics,fragile items,bike,express,south,foggy,21.1,9.84,06-01-2024,06-01-2024,no,delivered,5,185.02
18775,dhl,automobile parts,scooter,standard,west,cold,284.6,20.51,05-01-2024,07-01-2024,yes,delivered,5,1484.53
18776,amazon logistics,pharmacy,scooter,standard,east,stormy,155.4,15.32,02-01-2024,02-01-2024,no,delivered,5,822.96
18777,ekart,furniture,bike,two day,central,hot,88.2,37.73,25-01-2024,25-01-2024,no,delivered,5,554.19
18778,ekart,furniture,ev bike,standard,west,hot,202.7,23.24,10-01-2024,10-01-2024,no,delivered,4,1083.22
18779,ecom express,fragile items,ev van,same day,central,rainy,205,38.16,19-01-2024,21-01-2024,yes,failed,1,1239.48
18780,delhivery,fragile items,truck,same day,east,cold,138,5.8,25-01-2024,28-01-2024,yes,delivered,4,807.4
18781,dhl,documents,truck,express,west,clear,270.2,44.62,17-01-2024,20-01-2024,yes,failed,1,1534.86
18782,shadowfax,clothing,truck,express,west,rainy,289.2,25.61,18-01-2024,19-01-2024,yes,delayed,2,1572.83
18783,dhl,fragile items,ev van,standard,north,clear,138.1,49.52,02-01-2024,02-01-2024,no,delivered,3,839.18
18784,amazon logistics,fragile items,bike,standard,north,rainy,214.4,24.34,06-01-2024,07-01-2024,yes,delivered,5,1145.02
18785,ekart,electronics,truck,express,east,hot,3.6,12.01,06-01-2024,06-01-2024,no,delivered,4,101.03
18786,fedex,furniture,ev van,two day,north,cold,92.5,8.45,10-01-2024,12-01-2024,yes,delivered,4,487.85
18787,blue dart,furniture,bike,two day,central,clear,250.7,31.75,23-01-2024,25-01-2024,yes,delivered,3,1348.75
18788,blue dart,electronics,truck,same day,central,rainy,38,39.89,17-01-2024,17-01-2024,no,delivered,5,409.67
18789,blue dart,pharmacy,bike,express,north,rainy,11.3,45.98,16-01-2024,18-01-2024,yes,delayed,2,244.44
18790,xpressbees,automobile parts,ev van,two day,south,stormy,205.7,8.66,14-01-2024,15-01-2024,yes,delivered,5,1054.48
18791,blue dart,clothing,truck,express,south,cold,113,9.67,16-01-2024,19-01-2024,yes,failed,2,644.01
18792,xpressbees,fragile items,ev van,two day,central,clear,266.4,22.52,06-01-2024,07-01-2024,yes,delivered,5,1399.56
18793,dhl,electronics,scooter,standard,central,foggy,289.4,12.08,09-01-2024,11-01-2024,yes,delivered,4,1483.24
18794,shadowfax,clothing,ev bike,same day,south,hot,104.3,40.45,12-01-2024,13-01-2024,yes,delivered,5,742.85
18795,amazon logistics,pharmacy,ev bike,standard,west,cold,291.8,16.46,08-01-2024,08-01-2024,no,delivered,3,1508.38
18796,amazon logistics,automobile parts,bike,express,north,rainy,208.8,20.95,14-01-2024,16-01-2024,yes,failed,1,1156.85
18797,delhivery,fragile items,ev bike,two day,north,stormy,134.1,0.68,15-01-2024,16-01-2024,yes,delivered,4,672.54
18798,amazon logistics,automobile parts,ev bike,two day,east,hot,164.7,2.64,18-01-2024,18-01-2024,no,delivered,4,831.42
18799,ecom express,automobile parts,truck,standard,south,cold,270.8,29.17,19-01-2024,19-01-2024,no,delivered,5,1441.51
18800,xpressbees,fragile items,truck,express,north,hot,30.5,42.91,12-01-2024,12-01-2024,no,delayed,3,331.23
18801,blue dart,groceries,ev bike,standard,east,hot,106,22.53,02-01-2024,04-01-2024,yes,delivered,4,597.59
18802,shadowfax,clothing,bike,same day,central,stormy,115.4,44.53,18-01-2024,19-01-2024,yes,delivered,4,810.59
18803,shadowfax,fragile items,van,two day,east,clear,123.3,2.41,23-01-2024,23-01-2024,no,delivered,4,623.73
18804,shadowfax,clothing,scooter,express,east,clear,182.8,44.65,09-01-2024,09-01-2024,no,delivered,5,1097.95
18805,dhl,furniture,ev van,express,north,hot,59,29.36,14-01-2024,17-01-2024,yes,failed,2,433.08
18806,fedex,cosmetics,scooter,express,east,rainy,174.7,17.11,04-01-2024,05-01-2024,yes,delayed,3,974.83
18807,shadowfax,electronics,bike,two day,central,hot,281.5,5.2,22-01-2024,24-01-2024,yes,delivered,4,1423.1
18808,fedex,automobile parts,ev van,two day,south,clear,143.9,11.99,25-01-2024,26-01-2024,yes,delivered,5,755.47
18809,xpressbees,documents,van,two day,central,stormy,125.6,41.42,10-01-2024,10-01-2024,no,delivered,4,752.26
18810,xpressbees,clothing,ev bike,standard,north,rainy,36.1,49.22,16-01-2024,19-01-2024,yes,delivered,5,328.16
18811,ekart,groceries,scooter,standard,west,stormy,220.9,3.75,09-01-2024,11-01-2024,yes,delivered,4,1115.75
18812,shadowfax,furniture,ev bike,standard,west,foggy,208.9,7.99,11-01-2024,12-01-2024,yes,delivered,4,1068.47
18813,xpressbees,furniture,ev van,standard,south,hot,195.5,18.56,09-01-2024,12-01-2024,yes,delivered,4,1033.18
18814,fedex,clothing,ev bike,same day,north,foggy,287.5,48.89,22-01-2024,25-01-2024,yes,delayed,2,1632.7206
18815,xpressbees,clothing,scooter,same day,west,hot,118.1,6.75,08-01-2024,10-01-2024,yes,delivered,4,710.75
18816,blue dart,furniture,truck,two day,west,cold,170.5,46.9,15-01-2024,16-01-2024,yes,delivered,4,993.2
18817,dhl,documents,ev bike,same day,south,foggy,271.7,15.28,02-01-2024,05-01-2024,yes,failed,1,1504.34
18818,xpressbees,pharmacy,ev van,two day,east,hot,219.4,23.55,23-01-2024,26-01-2024,yes,delivered,3,1167.65
18819,ecom express,automobile parts,scooter,standard,central,foggy,193.6,14.93,14-01-2024,17-01-2024,yes,delivered,3,1012.79
18820,shadowfax,electronics,scooter,same day,central,foggy,197.9,35.56,24-01-2024,26-01-2024,yes,delivered,5,1196.18
18821,shadowfax,electronics,van,standard,south,hot,83,3.93,19-01-2024,19-01-2024,no,delivered,5,426.79
18822,dhl,pharmacy,scooter,express,east,cold,30.4,42.2,14-01-2024,14-01-2024,no,delivered,3,328.6
18823,xpressbees,electronics,ev bike,express,east,rainy,13.2,24.83,20-01-2024,20-01-2024,no,failed,2,190.49
18824,dhl,pharmacy,truck,same day,central,foggy,199.4,6.15,06-01-2024,07-01-2024,yes,delayed,3,1115.45
18825,delhivery,furniture,van,standard,east,foggy,145.9,13.29,23-01-2024,26-01-2024,yes,delivered,3,769.37
18826,ekart,furniture,ev bike,standard,north,foggy,266,5.58,06-01-2024,08-01-2024,yes,delivered,3,1346.74
18827,shadowfax,pharmacy,scooter,standard,north,rainy,9,28.36,03-01-2024,03-01-2024,no,delivered,5,130.08
18828,ecom express,automobile parts,ev van,standard,west,clear,190.4,46.4,24-01-2024,25-01-2024,yes,delivered,5,1091.2
18829,fedex,clothing,truck,same day,north,rainy,53.3,12.43,11-01-2024,11-01-2024,no,delivered,5,403.79
18830,amazon logistics,clothing,ev van,two day,east,hot,134.8,46.39,01-01-2024,03-01-2024,yes,delivered,4,813.17
18831,amazon logistics,cosmetics,truck,express,east,cold,254.3,12.81,14-01-2024,17-01-2024,yes,delayed,2,1359.93
18832,shadowfax,electronics,ev bike,two day,north,rainy,119.1,8.26,12-01-2024,14-01-2024,yes,delivered,4,620.28
18833,amazon logistics,groceries,scooter,two day,west,foggy,154,43.09,14-01-2024,17-01-2024,yes,delivered,4,899.27
18834,dhl,furniture,scooter,express,north,rainy,232.4,27.26,20-01-2024,23-01-2024,yes,delayed,2,1293.78
18835,dhl,groceries,truck,standard,central,cold,6.5,17.63,05-01-2024,05-01-2024,no,delivered,5,95.6674
18836,xpressbees,furniture,scooter,express,west,foggy,3.6,34.92,15-01-2024,15-01-2024,no,delayed,3,169.76
18837,shadowfax,clothing,bike,standard,north,clear,231.8,23.02,23-01-2024,25-01-2024,yes,delivered,5,1228.06
18838,fedex,documents,van,two day,south,hot,121.5,3.59,08-01-2024,11-01-2024,yes,delivered,4,618.27
18839,dhl,electronics,scooter,two day,central,clear,254.1,33.26,06-01-2024,08-01-2024,yes,delivered,5,1370.28
18840,ecom express,automobile parts,truck,express,north,cold,243.6,34,25-01-2024,25-01-2024,no,delayed,2,1370
18841,delhivery,fragile items,truck,same day,south,stormy,226.3,25.07,15-01-2024,16-01-2024,yes,delayed,3,1306.71
18842,delhivery,documents,truck,express,west,stormy,291.1,28.01,05-01-2024,07-01-2024,yes,delayed,2,1589.53
18843,fedex,electronics,ev bike,standard,east,foggy,157.1,1.38,11-01-2024,12-01-2024,yes,delivered,3,789.64
18844,delhivery,documents,bike,standard,south,cold,48.7,13.81,03-01-2024,04-01-2024,yes,delivered,5,284.93
18845,dhl,automobile parts,ev bike,standard,north,rainy,112.3,9.87,15-01-2024,18-01-2024,yes,delivered,4,591.11
18846,shadowfax,fragile items,van,express,south,foggy,265.7,40.77,14-01-2024,15-01-2024,yes,delivered,3,1500.81
18847,dhl,pharmacy,ev bike,express,east,clear,198.7,9.49,03-01-2024,05-01-2024,yes,delayed,2,1071.97
18848,blue dart,automobile parts,ev bike,express,north,stormy,180.4,38.16,24-01-2024,24-01-2024,no,delayed,2,1066.48
18849,ekart,clothing,scooter,same day,west,stormy,18.2,28.86,25-01-2024,25-01-2024,no,delivered,3,277.58
18850,shadowfax,furniture,scooter,same day,east,cold,211.3,19.57,25-01-2024,25-01-2024,no,delivered,5,1215.21
18851,ecom express,fragile items,ev bike,same day,south,stormy,202.3,37.26,22-01-2024,24-01-2024,yes,delivered,4,1223.28
18852,amazon logistics,electronics,truck,express,central,stormy,236.4,22.59,15-01-2024,17-01-2024,yes,delayed,2,1299.77
18853,fedex,groceries,scooter,express,central,hot,227.9,36.74,01-01-2024,02-01-2024,yes,delivered,3,1299.72
18854,blue dart,groceries,scooter,express,central,foggy,126,41.27,11-01-2024,13-01-2024,yes,failed,2,803.81
18855,ekart,clothing,ev van,same day,central,cold,36.2,13.93,24-01-2024,24-01-2024,no,delivered,3,322.79
18856,dhl,documents,truck,express,south,clear,76.9,41.21,14-01-2024,14-01-2024,no,delivered,5,558.13
18857,ekart,automobile parts,ev van,same day,south,foggy,85.6,24.46,02-01-2024,02-01-2024,no,delivered,5,601.38
18858,xpressbees,furniture,ev bike,express,south,cold,286.7,36.01,11-01-2024,14-01-2024,yes,failed,1,1591.53
18859,dhl,electronics,scooter,same day,south,stormy,103.8,48.19,03-01-2024,06-01-2024,yes,delivered,4,763.57
18860,amazon logistics,cosmetics,scooter,express,central,rainy,37.7,10.08,04-01-2024,06-01-2024,yes,delayed,2,268.74
18861,ekart,pharmacy,ev van,standard,south,hot,289,34.45,05-01-2024,07-01-2024,yes,delivered,5,1548.35
18862,fedex,groceries,ev bike,express,west,foggy,222.6,48.27,18-01-2024,19-01-2024,yes,delayed,2,1307.81
18863,xpressbees,groceries,truck,same day,central,stormy,106.4,5.14,09-01-2024,11-01-2024,yes,delayed,3,647.42
18864,blue dart,furniture,ev bike,express,south,hot,3.6,20.3,11-01-2024,11-01-2024,no,delivered,5,125.9
18865,xpressbees,automobile parts,van,two day,south,hot,3.6,10.67,08-01-2024,08-01-2024,no,delivered,5,95.6674
18866,shadowfax,cosmetics,scooter,standard,central,stormy,137.9,34.47,01-01-2024,02-01-2024,yes,delivered,4,792.91
18867,shadowfax,groceries,ev bike,standard,east,hot,259.3,1.98,24-01-2024,25-01-2024,yes,delivered,4,1302.44
18868,fedex,documents,ev van,two day,central,hot,195.7,47.87,23-01-2024,23-01-2024,no,delivered,4,1122.11
18869,ecom express,electronics,ev van,same day,east,stormy,13.8,9.85,09-01-2024,11-01-2024,yes,delivered,4,198.55
18870,xpressbees,clothing,ev bike,express,south,cold,48.3,37.9,21-01-2024,21-01-2024,no,delayed,2,405.2
18871,blue dart,clothing,ev van,same day,east,foggy,218.1,48.85,19-01-2024,20-01-2024,yes,failed,1,1337.05
18872,shadowfax,fragile items,truck,two day,central,cold,133.7,20.18,06-01-2024,06-01-2024,no,delivered,5,729.04
18873,ecom express,pharmacy,scooter,two day,north,hot,214.3,30.05,16-01-2024,19-01-2024,yes,delivered,4,1161.65
18874,ekart,electronics,bike,two day,west,clear,270.8,42.8,15-01-2024,18-01-2024,yes,delivered,4,1482.4
18875,fedex,automobile parts,scooter,express,central,foggy,220.2,11.25,14-01-2024,16-01-2024,yes,delayed,2,1184.75
18876,xpressbees,clothing,van,standard,central,rainy,197.1,34.03,17-01-2024,17-01-2024,no,delivered,3,1087.59
18877,ekart,pharmacy,bike,express,east,rainy,253.5,45.38,24-01-2024,25-01-2024,yes,delayed,2,1453.64
18878,fedex,electronics,scooter,standard,south,cold,133,7.63,03-01-2024,05-01-2024,yes,delivered,5,687.89
18879,fedex,pharmacy,ev van,same day,central,hot,194.4,29.32,16-01-2024,18-01-2024,yes,delivered,4,1159.96
18880,blue dart,furniture,scooter,standard,south,rainy,244.7,45.34,12-01-2024,12-01-2024,no,delivered,4,1359.52
18881,blue dart,automobile parts,van,same day,south,stormy,259.1,49.52,18-01-2024,20-01-2024,yes,delayed,3,1544.84
18882,shadowfax,pharmacy,truck,two day,east,hot,112.4,27.95,07-01-2024,07-01-2024,no,delivered,5,645.85
18883,blue dart,furniture,ev van,standard,east,clear,101.5,24.78,15-01-2024,18-01-2024,yes,delivered,3,581.84
18884,ecom express,furniture,ev van,same day,south,stormy,65.1,11.35,14-01-2024,16-01-2024,yes,delayed,3,459.55
18885,fedex,pharmacy,ev bike,two day,south,stormy,260.2,19.26,13-01-2024,16-01-2024,yes,delivered,5,1358.78
18886,xpressbees,groceries,bike,express,east,cold,173.8,37.13,15-01-2024,16-01-2024,yes,delivered,4,1030.39
18887,dhl,cosmetics,bike,two day,north,foggy,171.7,29.38,04-01-2024,07-01-2024,yes,delivered,4,946.64
18888,ekart,furniture,ev bike,standard,east,rainy,73.2,41.99,22-01-2024,22-01-2024,no,delivered,4,491.97
18889,fedex,automobile parts,ev van,same day,west,foggy,106.7,19.1,25-01-2024,28-01-2024,yes,delivered,5,690.8
18890,xpressbees,clothing,truck,standard,north,hot,24.6,32.72,02-01-2024,03-01-2024,yes,delivered,4,221.16
18891,dhl,cosmetics,ev van,standard,south,clear,95.7,10.03,25-01-2024,26-01-2024,yes,delivered,4,508.59
18892,ekart,fragile items,ev bike,same day,central,foggy,291.9,4.39,25-01-2024,25-01-2024,no,delayed,2,1572.67
18893,blue dart,cosmetics,van,two day,central,clear,183.4,6.51,09-01-2024,11-01-2024,yes,delivered,5,936.53
18894,fedex,automobile parts,ev van,same day,north,rainy,204.1,39.38,21-01-2024,24-01-2024,yes,delayed,2,1238.64
18895,xpressbees,groceries,ev bike,express,north,clear,184.6,49.37,18-01-2024,18-01-2024,no,delivered,4,1121.11
18896,fedex,furniture,van,express,central,foggy,196.9,49.52,25-01-2024,27-01-2024,yes,delayed,2,1183.27
18897,ekart,clothing,truck,express,central,hot,272.9,41.57,24-01-2024,27-01-2024,yes,delayed,3,1539.21
18898,ekart,groceries,truck,express,east,stormy,278,45.06,12-01-2024,13-01-2024,yes,failed,1,1575.18
18899,dhl,clothing,bike,standard,central,clear,13.7,34.03,16-01-2024,19-01-2024,yes,delivered,3,170.59
18900,dhl,fragile items,scooter,two day,east,clear,81.2,22.69,23-01-2024,24-01-2024,yes,delivered,5,474.07
18901,blue dart,fragile items,scooter,same day,south,foggy,53,42.89,07-01-2024,08-01-2024,yes,delivered,5,493.67
18902,ecom express,clothing,scooter,two day,central,rainy,272.7,5.9,21-01-2024,24-01-2024,yes,delivered,5,1381.2
18903,ekart,fragile items,truck,same day,east,clear,238.7,8.8,17-01-2024,20-01-2024,yes,delayed,2,1319.9
18904,ekart,documents,truck,express,east,cold,278.7,21.66,02-01-2024,04-01-2024,yes,delayed,2,1508.48
18905,shadowfax,cosmetics,ev van,standard,east,foggy,12.5,34.09,14-01-2024,16-01-2024,yes,delivered,3,164.77
18906,amazon logistics,automobile parts,bike,same day,south,stormy,182.1,37.03,07-01-2024,10-01-2024,yes,delivered,4,1121.59
